timestamp_ms,signal_mV,normalized_strength,tens_level
6417,0.014963304827697149,0.0,0.0
6468,0.02029133830355858,0.0,0.0
6518,0.023032918387959306,0.0,0.0
6569,0.00409649620398034,0.0,0.0
6619,0.004076013722960355,0.0,0.0
6669,0.009458483654345545,0.0,0.0
6720,0.0013945087639261177,0.0,0.0
6770,0.0013875362201064849,0.0,0.0
6821,0.0013805985390058304,0.0,0.0
6871,0.0013736955463107133,0.0,0.0
6921,0.0013668270685790386,0.0,0.0
6972,0.0013599929332360455,0.0,0.0
7022,0.0013531929685698314,0.0,0.0
7073,0.0013464270037268763,0.0,0.0
7123,0.0013396948687081857,0.0,0.0
7173,0.0013329963943646587,0.0,0.0
7224,0.0013263314123927682,0.0,0.0
7274,0.0013196997553307026,0.0,0.0
7325,0.004089748743445826,0.0,0.0
7375,0.004069299999728569,0.0,0.0
7425,0.004048953499729889,0.0,0.0
7476,0.004028708732231124,0.0,0.0
7526,0.004008565188569935,0.0,0.0
7577,0.009391372362627054,0.0,0.0
7627,0.00934441550081383,0.0,0.0
7677,0.009297693423309642,0.0,0.0
7728,0.014654054956193001,0.0,0.0
7778,0.014580784681411961,0.0,0.0
7829,0.014507880758004866,0.0,0.0
7879,0.014435341354214757,0.0,0.0
7929,0.014363164647443688,0.0,0.0
7980,0.014291348824206435,0.0,0.0
8030,0.01421989208008542,0.0,0.0
8081,0.014148792619684885,0.0,0.0
8131,0.014078048656586444,0.0,0.0
8181,0.014007658413303545,0.0,0.0
8232,0.013937620121237039,0.0,0.0
8282,0.013867932020630873,0.0,0.0
8333,0.008395742360527628,0.0,0.0
8383,0.008353763648724949,0.0,0.0
8433,0.008311994830481336,0.0,0.0
8484,0.008270434856328897,0.0008740258854946846,3.1242352714541454e-06, Bicep Flex
8534,0.008229082682047266,0.0064956796718190135,0.00011553784953338669
8585,0.008187937268636902,0.004892725658909266,6.937317272250953e-05
8635,0.002744147582293599,0.0,0.0
8685,0.0027304268443820515,0.0,0.0
8736,0.0027167747101600145,0.0,0.0
8786,0.002703190836609108,0.0,0.0
8837,0.002689674882426019,0.0,0.0
8887,0.002726623491986009,0.0,0.0
8937,0.0026898596254738482,0.0,0.0
8988,0.0027264396726534535,0.0,0.0
9038,0.00269004252570976,0.0,0.0
9089,0.0027262576869187044,0.0,0.0
9139,0.0027126263984840375,0.0,0.0
9189,0.0027037867335083705,0.0,0.0
9240,0.0027125822001591153,0.0,0.0
9290,0.0027038307108415436,0.0,0.0
9341,0.0026903115572871816,0.0,0.0
9391,0.0026768599995006604,0.0,0.0
9441,0.0026634756995030867,0.0,0.0
9492,0.002650158321005481,0.0,0.0
9542,0.002636907529400441,0.0,0.0
9593,0.008026572991753371,0.0,0.0
9651,0.007986440126794505,0.0,0.0
9693,0.007946507926160477,0.0,0.0
9744,0.007906775386529575,0.0,0.0
9794,0.00786724150959689,0.0,0.0
9845,0.013230755302048865,0.0,0.0
9895,0.013164601525538515,0.0,0.0
9945,0.013098778517910784,0.0,0.0
9996,0.013033284625321127,0.0,0.0
10046,0.012968118202194456,0.0,0.0
10097,0.012903277611183475,0.0,0.0
10147,0.012838761223127467,0.0,0.0
10197,0.012774567417011867,0.0,0.0
10248,0.01271069457992674,0.0,0.0
10298,0.012647141107027127,0.0,0.0
10349,0.012583905401491985,0.0,0.0
10399,0.007118135874484502,0.0,0.0
10449,0.007082545195112082,0.0,0.0
10500,0.007047132469136458,0.0,0.0
10550,0.03942899680679076,0.00872970004419843,0.00019669747212906237, Bicep Flex
10601,0.13648315182275678,0.17983156465668282,0.04557835653358936
10651,0.020881913936357095,0.1970081050406548,0.05371200553183344
10701,0.03865384563332469,0.23790972944008149,0.07542962794476366
10752,0.004762223594841814,0.23372124271698305,0.07305614239288337
10802,0.02094696247686757,0.25114319701840715,0.08314929153869847
10853,0.026245077664483217,0.2684780415483241,0.09376392699261664
10903,0.009905302276160727,0.2641367132646844,0.09105248123081096
10953,0.0063527742352200685,0.2551511562620283,0.08555306505705827
11006,0.00448468963595591,0.24376458069067014,0.07880378621844635
11054,0.015267966187776106,0.24682793705777364,0.08059530891870141
11105,0.009788776356837224,0.2426794771127393,0.07817348816119282
11155,0.015142682475053033,0.24574825899773253,0.07996184560889895
11205,0.004261269062677703,0.23440869791269606,0.07344338756957808
11256,0.001162887282635657,0.2190272252101451,0.06499748945799867
11306,0.0042457771537774,0.20783675874458338,0.05914257776252433
11357,0.004224548268008412,0.19670224461134916,0.05356199793260835
11407,0.004203425526668306,0.19281990257908352,0.051674150575109684
11457,0.004182408399034983,0.18895697225697922,0.04982568276366653
11508,0.0012413536429601334,0.1812237787395547,0.04621546500567504
11558,0.0012351468747452616,0.13035025400790318,0.025538852934422897
11609,0.006631821140371469,0.0,0.0
11659,0.0011958120346695438,0.0,0.0
11709,0.006592682974496182,0.0,0.0
11760,0.01196256955962371,0.0,0.0
11810,0.028111306711825705,0.0,0.0
11861,0.0009565001782664927,0.0,0.0
11911,0.03686823232262478,0.0,0.0
11961,0.038956008838988296,0.0,0.0
12015,0.06929577120520657,0.03958201852172437,0.0029887960998724226, Bicep Flex
12062,0.06894929234918054,0.1110845844834951,0.01915035507259134
12113,0.03618744588743453,0.1462471399639453,0.03141646287896843
12163,0.1332578086579974,0.3035743746821331,0.11697072894950325
12213,0.007882580385292494,0.3083978965700766,0.12033737483468544
12264,0.10561668251663395,0.44752848289761965,0.2352216142526876
12314,0.0029684008959490913,0.44582704057745887,0.2336143578704943
12365,0.013759258891469377,0.4585271045295035,0.24572934505988678
12415,0.002884762597011891,0.4567706691011835,0.24403761689715453
12465,0.002532511215973052,0.4545730355738873,0.24192826289314798
12516,0.01332554865989321,0.47066896712176315,0.25756569337273943
12566,0.002949629083406206,0.47295262674757915,0.25981950757448813
12617,0.002467969062010772,0.4674064502803126,0.2543609641914654
12667,0.0024556292167006275,0.4690845042256846,0.2560070681494271
12717,0.0029594989293827726,0.4642451680838038,0.2512726997930804
12768,0.002944701434735854,0.45223352909233006,0.23969168303955446
12818,0.0024728720724378358,0.4180835928845801,0.2081007398654101
12869,0.0024605077120756088,0.42008690400938054,0.2098990423365145
12919,0.0024482051735151156,0.37424004370203146,0.1704788312484007
12970,0.0024359641476474924,0.32559599760268504,0.1326851451323516
13020,0.002423784326909179,0.23652370757796637,0.07464047946912375
13070,0.0024116654052745144,0.14789677900337106,0.03205720750088606
13121,0.002399607078248017,0.10289198225346274,0.016683484472385407
13171,0.007790459042856694,0.0,0.0
13221,0.0023486567476423484,0.0,0.0
13272,0.003065936536095837,0.0,0.0
13322,0.0023522431465846294,0.0,0.0
13373,0.002340481930851722,0.0,0.0
13423,0.003074070478802511,0.0,0.0
13473,0.003058700126408383,0.0,0.0
13524,0.0030434066257761976,0.0,0.0
13574,0.003028189592647235,0.0,0.0
13625,0.0030130486446838726,0.0,0.0
13675,0.008400833401460353,0.0,0.0
13725,0.00835882923445295,0.0,0.0
13776,0.008317035088280621,0.0,0.0
13834,0.008275449912839173,0.0,0.0
13877,0.013636922663274894,0.0,0.0
13927,0.013568738049958517,0.0,0.0
13977,0.013500894359708745,0.0,0.0
14028,0.013433389887910204,0.0,0.0
14078,0.0133662229384707,0.0,0.0
14129,0.013299391823778307,0.0,0.0
14179,0.013232894864659398,0.0,0.0
14229,0.013166730390336048,0.0,0.0
14280,0.013100896738384354,0.0,0.0
14330,0.013035392254692475,0.0,0.0
14381,0.012970215293418949,0.0,0.0
14431,0.012905364216951803,0.0,0.0
14481,0.007437987395867011,0.0,0.0
14532,0.007400797458887549,0.0,0.0
14582,0.007363793471593052,0.0,0.0
14633,0.007326974504235028,0.0,0.0
14683,0.0072903396317138625,0.0,0.0
14733,0.001851037933555186,0.0,0.0
14784,0.0018417827438872904,0.0,0.0
14834,0.0018325738301677615,0.0,0.0
14885,0.0018234109610169057,0.0,0.0
14935,0.003588556093788138,0.0,0.0
14985,0.0035706133133191547,0.0,0.0
15036,0.0035527602467524773,0.0,0.0
15086,0.003534996445518734,0.0,0.0
15137,0.003517321463291122,0.0,0.0
15187,0.0034997348559746015,0.0,0.0
15238,0.003482236181694632,0.0,0.0
15288,0.0034648250007860595,0.0,0.0
15338,0.0019553491242178664,0.0,0.0
15389,0.001945572378596648,0.0,0.0
